strategy,seed,reward,steps,actions,idle_ratio,expired,clear_asm,serve_gap,none_ratio,stockpile_in,stockpile_out,stockpile_max
cpm_enhanced,23,2062.4,901,106,0.618,5,0,5.85,0.882,14,9,6
cpm_enhanced,24,4362.6,901,142,0.431,1,0,4.51,0.842,13,9,6
cpm_enhanced,25,2937.4,901,130,0.442,0,2,4.69,0.856,10,10,4
cpm_enhanced,26,4326.5,901,154,0.568,2,5,4.43,0.829,13,11,5
cpm_enhanced,27,3693.2999999999997,901,133,0.558,0,3,4.39,0.852,11,9,5
cpm_enhanced,28,2910.3,901,122,0.541,4,0,5.92,0.865,10,9,6
cpm_enhanced,29,4002.2,901,138,0.544,3,1,4.83,0.847,12,12,6
cpm_enhanced,30,3542.7999999999997,901,138,0.598,5,1,5.01,0.847,14,13,6
cpm_enhanced,31,4415.200000000001,901,156,0.503,1,0,4.33,0.827,17,15,5
cpm_enhanced,32,3999.0,901,146,0.699,0,0,3.77,0.838,15,15,6
cpm_enhanced,33,4439.200000000001,901,122,0.503,1,0,4.88,0.865,7,7,5
cpm_enhanced,34,3303.4,901,121,0.565,5,0,5.09,0.866,8,7,5
cpm_enhanced,35,4944.5,901,166,0.611,4,3,4.13,0.816,16,15,6
cpm_enhanced,36,3468.8,901,128,0.75,2,1,4.33,0.858,12,11,6
cpm_enhanced,37,4744.6,901,132,0.492,0,1,4.72,0.853,9,7,5
cpm_enhanced,38,3950.1,901,148,0.622,3,1,4.38,0.836,16,15,6
cpm_enhanced,39,3732.3999999999996,901,142,0.593,1,3,4.65,0.842,13,13,5
cpm_enhanced,40,4365.7,901,132,0.593,2,0,4.49,0.853,15,12,5
cpm_enhanced,41,3921.6000000000004,901,156,0.6,3,3,4.51,0.827,15,14,6
cpm_enhanced,42,3293.7000000000003,901,152,0.451,3,5,4.41,0.831,15,14,5
cpm_enhanced,43,3416.3,901,127,0.676,2,2,4.48,0.859,11,10,5
cpm_enhanced,44,3753.4,901,132,0.43,2,2,5.02,0.853,9,8,6
cpm_enhanced,45,4014.3999999999996,901,128,0.726,0,1,4.0,0.858,12,10,6
cpm_enhanced,46,4064.0,901,143,0.454,5,1,3.76,0.841,14,13,5
cpm_enhanced,47,4241.3,901,143,0.577,3,1,4.13,0.841,13,13,6
cpm_enhanced,48,3401.5,901,160,0.674,2,5,4.49,0.822,15,14,6
cpm_enhanced,49,4655.0,901,146,0.585,6,0,4.46,0.838,9,9,6
visibility_aware,0,4308.3,901,157,0.629,1,2,3.86,0.826,16,15,3
visibility_aware,1,4780.5,901,169,0.654,1,1,3.6,0.812,16,15,3
visibility_aware,2,3228.9,901,126,0.615,1,1,5.07,0.86,11,9,3
visibility_aware,3,3630.2,901,136,0.537,1,2,5.22,0.849,13,13,3
visibility_aware,4,3572.5,901,147,0.639,3,2,4.33,0.837,12,11,3
visibility_aware,5,3442.8,901,115,0.537,0,3,5.15,0.872,5,4,2
visibility_aware,6,5161.3,901,157,0.58,1,0,3.42,0.826,17,16,3
visibility_aware,7,4239.8,901,139,0.609,2,0,4.9,0.846,12,9,3
visibility_aware,8,3799.3999999999996,901,151,0.594,6,1,4.71,0.832,13,12,3
visibility_aware,9,3837.6,901,125,0.642,1,0,4.2,0.861,11,9,3
visibility_aware,10,3935.7,901,133,0.547,0,0,4.12,0.852,9,8,3
visibility_aware,11,4427.799999999999,901,136,0.577,0,4,4.52,0.849,10,10,3
visibility_aware,12,3599.7,901,122,0.558,0,4,4.75,0.865,6,6,2
visibility_aware,13,3776.8,901,129,0.693,1,0,4.47,0.857,6,6,3
visibility_aware,14,3973.2999999999997,901,134,0.453,0,1,4.72,0.851,10,10,3
visibility_aware,15,3337.1000000000004,901,135,0.672,1,2,4.42,0.85,12,12,3
visibility_aware,16,4225.9,901,143,0.635,0,1,4.26,0.841,15,13,3
visibility_aware,17,3829.3,901,140,0.629,2,2,4.55,0.845,11,9,3
visibility_aware,18,3772.7999999999997,901,134,0.641,2,2,4.49,0.851,9,9,3
visibility_aware,19,5051.6,901,156,0.579,1,2,4.21,0.827,14,14,3
visibility_aware,20,3798.2,901,141,0.648,1,3,4.5,0.844,12,12,3
visibility_aware,21,4076.8,901,140,0.674,0,2,4.63,0.845,12,12,3
visibility_aware,22,4664.4,901,165,0.669,2,0,3.9,0.817,14,14,3
visibility_aware,23,3645.8,901,133,0.642,0,0,4.13,0.852,14,14,3
visibility_aware,24,3792.2,901,136,0.486,1,0,4.46,0.849,12,10,3
visibility_aware,25,2854.7,901,115,0.495,1,0,4.89,0.872,6,5,3
visibility_aware,26,4137.0,901,137,0.636,1,2,4.54,0.848,8,8,3
visibility_aware,27,3493.0,901,116,0.586,0,1,4.85,0.871,8,7,3
visibility_aware,28,3994.5,901,140,0.526,0,1,5.01,0.845,11,11,3
visibility_aware,29,3574.8,901,128,0.573,2,1,5.13,0.858,11,8,3
visibility_aware,30,4220.9,901,127,0.628,3,0,5.03,0.859,8,8,3
visibility_aware,31,3965.0,901,132,0.53,2,1,5.03,0.853,10,8,3
visibility_aware,32,3659.0,901,143,0.696,0,1,4.02,0.841,15,14,3
visibility_aware,33,4304.4,901,137,0.439,2,3,4.89,0.848,10,9,3
visibility_aware,34,3379.9,901,117,0.587,2,1,5.08,0.87,5,5,3
visibility_aware,35,4420.5,901,148,0.66,3,2,4.34,0.836,10,10,3
visibility_aware,36,4080.5,901,143,0.706,3,2,4.05,0.841,16,15,3
visibility_aware,37,4164.8,901,130,0.466,1,2,5.17,0.856,10,8,3
visibility_aware,38,3773.6000000000004,901,149,0.615,1,1,4.17,0.835,13,11,3
visibility_aware,39,3330.0,901,121,0.661,0,0,4.68,0.866,8,8,3
visibility_aware,40,4723.1,901,128,0.638,1,0,4.22,0.858,12,11,3
visibility_aware,41,4178.8,901,156,0.555,4,5,4.13,0.827,14,12,3
visibility_aware,42,3212.5,901,132,0.536,1,2,4.46,0.853,10,10,3
visibility_aware,43,3254.4,901,118,0.709,1,0,4.38,0.869,8,8,3
visibility_aware,44,3225.2999999999997,901,135,0.44,2,3,4.87,0.85,9,9,3
visibility_aware,45,3570.8,901,107,0.758,1,0,4.54,0.881,6,5,3
visibility_aware,46,4379.6,901,140,0.534,0,1,3.64,0.845,11,11,3
visibility_aware,47,4395.8,901,137,0.602,1,0,4.09,0.848,11,11,3
visibility_aware,48,3345.3,901,145,0.723,1,1,4.43,0.839,14,14,3
visibility_aware,49,4215.1,901,166,0.588,0,3,3.99,0.816,15,15,3
cpm,0,4308.3,901,157,0.629,1,2,3.86,0.826,16,15,3
cpm,1,4197.8,901,150,0.708,0,2,4.08,0.834,13,12,3
cpm,2,3228.9,901,126,0.615,1,1,5.07,0.86,11,9,3
cpm,3,3630.2,901,136,0.537,1,2,5.22,0.849,13,13,3
cpm,4,3286.7999999999997,901,125,0.672,3,0,4.86,0.861,7,5,3
cpm,5,3279.8,901,117,0.528,0,3,4.96,0.87,7,6,3
cpm,6,5161.3,901,157,0.58,1,0,3.42,0.826,17,16,3
cpm,7,4239.8,901,139,0.609,2,0,4.9,0.846,12,9,3
cpm,8,3385.8,901,152,0.588,5,1,4.64,0.831,14,11,3
cpm,9,3837.6,901,125,0.642,1,0,4.2,0.861,11,9,3
cpm,10,3935.7,901,136,0.532,0,0,4.12,0.849,10,8,3
cpm,11,5326.6,901,138,0.573,0,4,4.5,0.847,9,9,3
cpm,12,3824.3999999999996,901,118,0.565,0,3,4.81,0.869,6,6,2
cpm,13,3776.8,901,129,0.693,1,0,4.47,0.857,6,6,3
cpm,14,3479.6000000000004,901,127,0.476,0,1,5.36,0.859,10,10,3
cpm,15,3337.1000000000004,901,135,0.672,1,2,4.42,0.85,12,12,3
cpm,16,4225.9,901,143,0.635,0,1,4.26,0.841,15,13,3
cpm,17,3829.3,901,140,0.629,2,2,4.55,0.845,11,9,3
cpm,18,3772.7999999999997,901,134,0.641,2,2,4.49,0.851,9,9,3
cpm,19,4042.7999999999997,901,154,0.587,0,3,4.44,0.829,11,11,3
cpm,20,3798.2,901,141,0.648,1,3,4.5,0.844,12,12,3
cpm,21,4076.8,901,140,0.674,0,2,4.63,0.845,12,12,3
cpm,22,4664.4,901,165,0.669,2,0,3.9,0.817,14,14,3
cpm,23,3645.8,901,133,0.642,0,0,4.13,0.852,14,14,3
cpm,24,3792.2,901,136,0.486,1,0,4.46,0.849,12,10,3
cpm,25,2854.7,901,115,0.495,1,0,4.89,0.872,6,5,3
cpm,26,4137.0,901,137,0.636,1,2,4.54,0.848,8,8,3
cpm,27,3352.1,901,121,0.549,0,2,4.72,0.866,7,6,3
cpm,28,3994.5,901,140,0.526,0,1,5.01,0.845,11,11,3
cpm,29,3574.8,901,128,0.573,2,1,5.13,0.858,11,8,3
cpm,30,4220.9,901,127,0.628,3,0,5.03,0.859,8,8,3
cpm,31,3965.0,901,132,0.53,2,1,5.03,0.853,10,8,3
cpm,32,3659.0,901,143,0.696,0,1,4.02,0.841,15,14,3
cpm,33,4304.4,901,137,0.439,2,3,4.89,0.848,10,9,3
cpm,34,3379.9,901,117,0.587,2,1,5.08,0.87,5,5,3
cpm,35,4420.5,901,148,0.66,3,2,4.34,0.836,10,10,3
cpm,36,4080.5,901,143,0.706,3,2,4.05,0.841,16,15,3
cpm,37,4164.8,901,130,0.466,1,2,5.17,0.856,10,8,3
cpm,38,3773.6000000000004,901,149,0.615,1,1,4.17,0.835,13,11,3
cpm,39,3330.0,901,121,0.661,0,0,4.68,0.866,8,8,3
cpm,40,4723.1,901,128,0.638,1,0,4.22,0.858,12,11,3
cpm,41,4178.8,901,156,0.555,4,5,4.13,0.827,14,12,3
cpm,42,3212.5,901,132,0.536,1,2,4.46,0.853,10,10,3
cpm,43,3254.4,901,118,0.709,1,0,4.38,0.869,8,8,3
cpm,44,3225.2999999999997,901,135,0.44,2,3,4.87,0.85,9,9,3
cpm,45,3570.8,901,107,0.758,1,0,4.54,0.881,6,5,3
cpm,46,4466.6,901,144,0.512,0,1,3.79,0.84,12,11,3
cpm,47,4395.8,901,137,0.602,1,0,4.09,0.848,11,11,3
cpm,48,3345.3,901,145,0.723,1,1,4.43,0.839,14,14,3
cpm,49,4215.1,901,166,0.588,0,3,3.99,0.816,15,15,3
