strategy,seed,reward,steps,actions,idle_ratio,expired,clear_asm,serve_gap,none_ratio,stockpile_in,stockpile_out,stockpile_max
cpm_enhanced,6,5702.3,591,104,0.753,0,0,6.04,0.824,4,4,3
cpm_enhanced,7,4762.6,527,125,0.698,2,3,5.31,0.763,9,9,3
cpm_enhanced,8,3622.8,574,109,0.65,0,2,5.21,0.81,10,9,3
cpm_enhanced,9,5967.1,571,110,0.676,0,1,6.42,0.807,9,7,3
cpm_enhanced,10,4781.400000000001,622,93,0.653,0,2,6.55,0.85,5,5,3
cpm_enhanced,11,6915.6,619,95,0.447,0,0,7.04,0.847,6,4,3
cpm_enhanced,12,5249.9,515,129,0.599,0,5,6.01,0.75,9,9,3
cpm_enhanced,13,4379.5,577,108,0.61,0,0,5.53,0.813,7,4,3
cpm_enhanced,14,4037.8,625,92,0.533,0,0,6.62,0.853,6,5,2
cpm_enhanced,15,3173.1,541,120,0.67,4,0,5.64,0.778,12,10,3
cpm_enhanced,16,6231.0,581,107,0.548,0,1,6.62,0.816,10,8,3
cpm_enhanced,17,5818.6,541,120,0.602,0,1,5.45,0.778,9,9,3
cpm_enhanced,18,4121.6,529,124,0.684,1,3,5.72,0.766,12,11,3
cpm_enhanced,19,4356.0,553,116,0.709,4,1,5.88,0.79,10,7,3
cpm_enhanced,20,4279.6,570,111,0.687,1,1,5.85,0.805,9,8,3
cpm_enhanced,21,4169.0,568,112,0.631,0,0,6.29,0.803,8,7,3
cpm_enhanced,22,5368.2,574,109,0.627,0,0,4.93,0.81,11,9,3
cpm_enhanced,23,3769.4,586,105,0.604,0,1,5.51,0.821,9,8,3
cpm_enhanced,24,5330.700000000001,542,120,0.667,1,2,6.05,0.779,8,5,3
cpm_enhanced,25,4224.8,526,125,0.683,4,2,5.79,0.762,11,10,3
cpm_enhanced,26,6054.2,520,128,0.725,0,5,6.26,0.754,12,12,3
cpm_enhanced,27,4469.1,542,120,0.599,0,4,6.56,0.779,10,8,3
cpm_enhanced,28,4453.299999999999,625,92,0.657,0,0,6.09,0.853,5,3,3
cpm_enhanced,29,4382.0,565,112,0.703,1,1,6.07,0.802,10,8,3
cpm_enhanced,30,3903.6000000000004,595,102,0.58,0,2,5.76,0.829,7,6,3
cpm_enhanced,31,3976.3999999999996,544,119,0.759,1,1,5.91,0.781,10,10,3
cpm_enhanced,32,3530.8,526,125,0.694,2,0,5.19,0.762,11,11,3
cpm_enhanced,33,5626.0,547,118,0.698,1,0,5.34,0.784,12,10,3
cpm_enhanced,34,4443.5,598,102,0.625,0,1,6.06,0.829,5,5,3
cpm_enhanced,35,5071.5,586,105,0.625,1,1,5.76,0.821,8,7,3
cpm_enhanced,36,3443.0,545,119,0.643,1,2,5.31,0.782,11,11,3
cpm_enhanced,37,6263.0,547,118,0.643,0,3,6.11,0.784,10,10,3
cpm_enhanced,38,4022.6,616,96,0.506,0,2,6.66,0.844,4,4,1
cpm_enhanced,39,3783.2,556,115,0.696,0,2,5.27,0.793,9,8,3
cpm_enhanced,40,5789.4,596,102,0.612,0,1,6.12,0.829,5,5,3
cpm_enhanced,41,3972.0,568,111,0.595,1,3,6.0,0.805,8,8,3
cpm_enhanced,42,3512.6000000000004,556,115,0.723,1,0,5.71,0.793,10,9,3
cpm_enhanced,43,3714.5,590,104,0.726,0,0,5.23,0.824,8,6,3
cpm_enhanced,44,5362.4,585,106,0.699,0,1,6.46,0.819,9,7,3
cpm_enhanced,45,4168.3,565,112,0.619,0,1,6.17,0.802,6,6,3
cpm_enhanced,46,3656.4,556,115,0.773,0,2,5.39,0.793,7,5,3
cpm_enhanced,47,5293.200000000001,584,106,0.696,1,0,6.47,0.818,7,4,3
cpm_enhanced,48,3826.6000000000004,586,105,0.57,0,1,6.15,0.821,8,7,3
cpm_enhanced,49,3694.6,517,128,0.726,1,3,5.41,0.752,10,10,3
preempt_score,0,4495.6,595,102,0.69,1,3,6.55,0.829,7,7,3
preempt_score,1,2364.5,610,97,0.71,0,2,6.28,0.841,3,3,3
preempt_score,2,3124.8,541,120,0.649,1,4,5.89,0.778,8,6,3
preempt_score,3,3374.4,610,97,0.511,0,1,5.43,0.841,7,6,3
preempt_score,4,4563.0,525,126,0.673,2,6,5.23,0.76,10,9,3
preempt_score,5,4609.2,534,123,0.634,0,1,5.49,0.77,11,9,3
preempt_score,6,5702.3,591,104,0.753,0,0,6.04,0.824,4,4,3
preempt_score,7,4495.6,517,128,0.678,1,6,5.68,0.752,9,7,3
preempt_score,8,3276.3,583,106,0.629,0,4,5.82,0.818,9,8,3
preempt_score,9,5967.1,571,110,0.676,0,1,6.42,0.807,9,7,3
preempt_score,10,5733.6,622,93,0.639,0,1,6.85,0.85,6,5,3
preempt_score,11,8139.6,598,101,0.432,0,1,6.52,0.831,6,6,3
preempt_score,12,4493.6,544,119,0.635,0,8,6.89,0.781,8,8,3
preempt_score,13,4630.0,562,113,0.606,0,1,5.65,0.799,7,6,3
preempt_score,14,4152.200000000001,610,97,0.526,0,0,5.77,0.841,4,4,2
preempt_score,15,3221.1000000000004,502,133,0.643,1,3,5.79,0.735,12,10,3
preempt_score,16,4015.2000000000003,643,86,0.62,0,1,7.82,0.866,3,1,2
preempt_score,17,6338.6,526,125,0.604,0,2,5.65,0.762,10,9,3
preempt_score,18,4445.6,487,138,0.634,0,7,6.12,0.717,13,11,3
preempt_score,19,4213.0,512,130,0.739,1,1,5.2,0.746,10,9,3
preempt_score,20,4101.5,556,115,0.654,2,2,5.52,0.793,8,6,3
preempt_score,21,4169.0,568,112,0.631,0,0,6.29,0.803,8,7,3
preempt_score,22,5368.2,574,109,0.627,0,0,4.93,0.81,11,9,3
preempt_score,23,4290.0,599,101,0.621,0,2,6.05,0.831,7,6,3
preempt_score,24,5330.700000000001,534,123,0.658,1,3,6.05,0.77,8,5,3
preempt_score,25,4224.8,526,125,0.683,4,2,5.79,0.762,11,10,3
preempt_score,26,6062.2,493,137,0.692,1,9,6.78,0.722,14,13,3
preempt_score,27,5735.4,502,133,0.588,0,8,6.34,0.735,10,8,3
preempt_score,28,4453.299999999999,625,92,0.657,0,0,6.09,0.853,5,3,3
preempt_score,29,4382.0,565,112,0.703,1,1,6.07,0.802,10,8,3
preempt_score,30,3648.4,574,110,0.547,0,4,6.63,0.808,9,8,3
preempt_score,31,3677.8,508,131,0.75,2,3,5.71,0.742,12,12,3
preempt_score,32,3444.8,524,126,0.704,1,2,4.96,0.76,9,8,3
preempt_score,33,6003.2,559,114,0.699,0,2,6.08,0.796,8,7,3
preempt_score,34,4832.0,574,109,0.616,0,2,6.03,0.81,7,7,3
preempt_score,35,3848.7000000000007,562,113,0.602,0,4,5.88,0.799,8,8,2
preempt_score,36,3224.5999999999995,543,120,0.589,2,4,5.98,0.779,9,8,3
preempt_score,37,5246.0,512,130,0.593,0,7,6.36,0.746,9,9,3
preempt_score,38,4190.0,589,104,0.476,0,2,6.05,0.823,5,5,1
preempt_score,39,3890.5,550,117,0.675,0,3,5.51,0.787,9,8,3
preempt_score,40,5609.4,587,105,0.573,0,3,6.8,0.821,5,4,2
preempt_score,41,3761.3999999999996,568,111,0.564,1,4,6.45,0.805,7,6,3
preempt_score,42,3512.6000000000004,541,120,0.711,0,2,5.81,0.778,12,11,3
preempt_score,43,3714.5,590,104,0.726,0,0,5.23,0.824,8,6,3
preempt_score,44,4131.8,579,108,0.687,1,4,7.14,0.813,10,7,3
preempt_score,45,3917.8,562,113,0.599,1,3,6.42,0.799,6,6,3
preempt_score,46,4374.6,503,133,0.734,1,4,4.98,0.736,10,10,3
preempt_score,47,4918.6,565,112,0.696,0,3,6.22,0.802,7,7,3
preempt_score,48,3826.6000000000004,586,105,0.57,0,1,6.15,0.821,8,7,3
preempt_score,49,3670.3999999999996,512,130,0.712,0,4,5.31,0.746,7,7,3
default,0,4210.400000000001,598,101,0.698,1,1,6.4,0.831,9,8,3
default,1,2324.2000000000003,634,89,0.756,1,1,6.55,0.86,6,6,3
default,2,3058.2000000000003,607,98,0.707,2,1,6.3,0.839,5,5,3
default,3,3248.8,625,93,0.54,0,0,5.5,0.851,7,7,3
default,4,4981.200000000001,547,118,0.694,1,3,5.07,0.784,11,11,3
default,5,4232.7,574,109,0.655,1,0,5.98,0.81,11,8,3
default,6,4702.8,649,84,0.791,0,0,7.62,0.871,4,4,3
default,7,4979.1,523,126,0.693,0,2,5.69,0.759,11,8,3
default,8,4335.2,593,103,0.654,0,1,4.92,0.826,8,8,3
default,9,3881.1,649,84,0.718,0,0,8.24,0.871,7,5,3
default,10,4387.200000000001,667,78,0.703,0,0,7.47,0.883,4,4,3
default,11,4712.4,655,82,0.511,0,1,8.51,0.875,6,4,2
default,12,4301.3,571,110,0.63,0,3,7.22,0.807,10,8,3
default,13,3139.7999999999997,654,83,0.686,2,1,7.69,0.873,4,4,3
default,14,3407.4,661,80,0.577,0,0,7.4,0.879,5,4,2
default,15,4682.4,547,118,0.706,1,0,5.9,0.784,13,11,3
default,16,3913.8,637,88,0.637,0,1,7.47,0.862,6,6,3
default,17,5298.4,592,103,0.653,1,0,6.57,0.826,6,6,3
default,18,5137.1,541,120,0.7,0,3,6.1,0.778,11,11,3
default,19,4606.0,514,129,0.727,1,1,5.33,0.749,10,9,3
default,20,3617.1000000000004,610,97,0.711,1,1,5.88,0.841,6,4,3
default,21,3878.2000000000003,631,91,0.659,2,0,8.18,0.856,8,5,3
default,22,5368.2,583,106,0.631,0,0,4.92,0.818,11,9,3
default,23,3153.4,616,95,0.619,1,1,6.34,0.846,7,6,3
default,24,3767.8,559,115,0.711,1,2,6.56,0.794,11,10,3
default,25,4438.9,529,124,0.691,1,2,5.66,0.766,10,10,3
default,26,5242.200000000001,532,123,0.718,0,6,6.82,0.769,14,12,3
default,27,4661.1,560,114,0.631,0,3,6.58,0.796,9,8,3
default,28,4155.9,631,90,0.692,0,0,6.27,0.857,4,4,3
default,29,4122.3,607,98,0.75,0,1,7.17,0.839,7,5,3
default,30,3339.0000000000005,649,84,0.65,0,0,6.98,0.871,7,4,3
default,31,3734.6000000000004,574,109,0.77,0,0,6.42,0.81,9,7,3
default,32,2370.3,541,120,0.706,3,0,5.44,0.778,10,8,3
default,33,4801.0,583,106,0.733,0,0,5.82,0.818,9,9,3
default,34,4156.0,643,86,0.683,0,1,7.3,0.866,5,5,3
default,35,3847.5000000000005,595,103,0.636,0,1,5.82,0.827,9,7,3
default,36,3596.3999999999996,577,108,0.696,0,1,5.25,0.813,9,9,3
default,37,4847.0,573,110,0.673,0,2,6.05,0.808,9,8,3
default,38,3374.0000000000005,643,86,0.551,0,2,7.86,0.866,5,4,1
default,39,3627.3,617,95,0.72,0,1,6.96,0.846,6,6,3
default,40,5058.599999999999,634,90,0.654,0,2,7.92,0.858,6,5,2
default,41,3704.9999999999995,583,106,0.614,0,4,6.62,0.818,7,7,3
default,42,3487.5,556,115,0.727,0,0,5.69,0.793,12,12,3
default,43,3064.3,630,91,0.768,0,0,6.2,0.856,6,3,3
default,44,4719.799999999999,631,90,0.749,0,2,8.6,0.857,7,5,3
default,45,4512.799999999999,610,97,0.674,1,0,6.65,0.841,8,7,3
default,46,3836.4,568,111,0.78,1,0,5.15,0.805,6,3,3
default,47,3916.2,673,76,0.79,0,0,8.36,0.887,3,2,3
default,48,3659.8,607,98,0.631,0,0,6.37,0.839,9,7,3
default,49,3142.2,533,123,0.745,0,1,5.45,0.769,7,6,3
visibility_aware,0,4282.5,565,112,0.671,1,3,6.27,0.802,10,9,3
visibility_aware,1,2364.5,613,96,0.711,0,1,6.28,0.843,3,3,3
visibility_aware,2,3014.2000000000003,604,99,0.694,2,0,6.82,0.836,7,4,3
visibility_aware,3,3124.3,622,93,0.541,0,0,5.39,0.85,7,6,3
visibility_aware,4,4907.6,553,116,0.698,2,3,5.07,0.79,9,9,3
visibility_aware,5,4903.2,532,124,0.626,0,0,5.64,0.767,11,8,3
visibility_aware,6,5702.3,591,104,0.753,0,0,6.04,0.824,4,4,3
visibility_aware,7,4762.6,527,125,0.698,2,3,5.31,0.763,9,9,3
visibility_aware,8,3622.8,574,109,0.65,0,2,5.21,0.81,10,9,3
visibility_aware,9,5967.1,571,110,0.676,0,1,6.42,0.807,9,7,3
visibility_aware,10,4781.400000000001,622,93,0.653,0,2,6.55,0.85,5,5,3
visibility_aware,11,6915.6,619,95,0.447,0,0,7.04,0.847,6,4,3
visibility_aware,12,5249.9,515,129,0.599,0,5,6.01,0.75,9,9,3
visibility_aware,13,4379.5,577,108,0.61,0,0,5.53,0.813,7,4,3
visibility_aware,14,4037.8,625,92,0.533,0,0,6.62,0.853,6,5,2
visibility_aware,15,3173.1,541,120,0.67,4,0,5.64,0.778,12,10,3
visibility_aware,16,6231.0,581,107,0.548,0,1,6.62,0.816,10,8,3
visibility_aware,17,5818.6,541,120,0.602,0,1,5.45,0.778,9,9,3
visibility_aware,18,4121.6,529,124,0.684,1,3,5.72,0.766,12,11,3
visibility_aware,19,4356.0,553,116,0.709,4,1,5.88,0.79,10,7,3
visibility_aware,20,4279.6,570,111,0.687,1,1,5.85,0.805,9,8,3
visibility_aware,21,4169.0,568,112,0.631,0,0,6.29,0.803,8,7,3
visibility_aware,22,5368.2,574,109,0.627,0,0,4.93,0.81,11,9,3
visibility_aware,23,3769.4,586,105,0.604,0,1,5.53,0.821,9,8,3
visibility_aware,24,5330.700000000001,542,120,0.667,1,2,6.05,0.779,8,5,3
visibility_aware,25,4224.8,526,125,0.683,4,2,5.79,0.762,11,10,3
visibility_aware,26,6054.2,520,128,0.725,0,5,6.26,0.754,12,12,3
visibility_aware,27,4469.1,542,120,0.599,0,4,6.56,0.779,10,8,3
visibility_aware,28,4453.299999999999,625,92,0.657,0,0,6.09,0.853,5,3,3
visibility_aware,29,4382.0,565,112,0.703,1,1,6.07,0.802,10,8,3
visibility_aware,30,3903.6000000000004,595,102,0.58,0,2,5.76,0.829,7,6,3
visibility_aware,31,3976.3999999999996,544,119,0.759,1,1,5.91,0.781,10,10,3
visibility_aware,32,3530.8,526,125,0.694,2,0,5.19,0.762,11,11,3
visibility_aware,33,5626.0,547,118,0.698,1,0,5.34,0.784,12,10,3
visibility_aware,34,4443.5,598,102,0.625,0,1,6.06,0.829,5,5,3
visibility_aware,35,5071.5,586,105,0.625,1,1,5.76,0.821,8,7,3
visibility_aware,36,3443.0,545,119,0.643,1,2,5.31,0.782,11,11,3
visibility_aware,37,6263.0,547,118,0.643,0,3,6.11,0.784,10,10,3
visibility_aware,38,4022.6,616,96,0.506,0,2,6.66,0.844,4,4,1
visibility_aware,39,3783.2,556,115,0.696,0,2,5.27,0.793,9,8,3
visibility_aware,40,5789.4,596,102,0.612,0,1,6.12,0.829,5,5,3
visibility_aware,41,3972.0,568,111,0.595,1,3,6.0,0.805,8,8,3
visibility_aware,42,3512.6000000000004,556,115,0.723,1,0,5.71,0.793,10,9,3
visibility_aware,43,3714.5,590,104,0.726,0,0,5.23,0.824,8,6,3
visibility_aware,44,5362.4,585,106,0.699,0,1,6.46,0.819,9,7,3
visibility_aware,45,4168.3,565,112,0.619,0,1,6.17,0.802,6,6,3
visibility_aware,46,3656.4,556,115,0.773,0,2,5.39,0.793,7,5,3
visibility_aware,47,5293.200000000001,584,106,0.696,1,0,6.47,0.818,7,4,3
visibility_aware,48,3826.6000000000004,586,105,0.57,0,1,6.15,0.821,8,7,3
visibility_aware,49,3694.6,517,128,0.726,1,3,5.41,0.752,10,10,3
delay_aware_cpm,0,4420.400000000001,576,109,0.668,0,1,5.69,0.811,7,6,3
delay_aware_cpm,1,2919.8,578,108,0.7,0,1,5.63,0.813,5,5,3
delay_aware_cpm,2,3977.0,550,117,0.68,0,0,5.27,0.787,6,6,3
delay_aware_cpm,3,3136.3,631,90,0.551,0,0,5.74,0.857,4,3,2
delay_aware_cpm,4,5033.0,538,121,0.654,0,3,5.16,0.775,9,9,3
delay_aware_cpm,5,5172.700000000001,574,109,0.641,0,0,6.02,0.81,4,4,3
delay_aware_cpm,6,5462.3,589,104,0.738,1,0,6.02,0.823,3,3,3
delay_aware_cpm,7,5599.1,520,128,0.692,1,0,5.04,0.754,9,7,3
delay_aware_cpm,8,3425.7,595,102,0.628,0,2,5.46,0.829,6,5,3
delay_aware_cpm,9,5508.1,580,107,0.659,0,2,6.83,0.816,9,7,3
delay_aware_cpm,10,5733.6,631,90,0.652,0,0,7.1,0.857,5,5,3
delay_aware_cpm,11,6150.6,616,96,0.443,0,0,6.49,0.844,2,2,2
delay_aware_cpm,12,5667.4,553,117,0.638,1,2,6.14,0.788,5,5,3
delay_aware_cpm,13,3565.9,574,109,0.596,0,1,5.99,0.81,6,3,3
delay_aware_cpm,14,3578.8,643,87,0.557,0,0,6.92,0.865,6,5,2
delay_aware_cpm,15,4377.0,568,111,0.714,0,0,5.57,0.805,7,5,3
delay_aware_cpm,16,4211.4,606,99,0.568,0,1,6.54,0.837,5,5,2
delay_aware_cpm,17,5093.8,577,109,0.601,0,0,6.78,0.811,4,4,3
delay_aware_cpm,18,3973.0000000000005,559,115,0.692,0,3,6.12,0.794,7,7,3
delay_aware_cpm,19,4719.6,565,112,0.756,0,0,5.85,0.802,5,5,3
delay_aware_cpm,20,4687.5,613,96,0.725,0,0,5.9,0.843,8,6,3
delay_aware_cpm,21,3710.0,592,103,0.658,0,0,6.16,0.826,5,5,3
delay_aware_cpm,22,5445.3,601,100,0.653,0,0,5.06,0.834,6,6,2
delay_aware_cpm,23,4856.4,583,106,0.597,0,0,5.58,0.818,7,7,3
delay_aware_cpm,24,5233.4,586,105,0.717,0,1,6.56,0.821,5,3,3
delay_aware_cpm,25,4732.0,532,124,0.69,2,1,5.52,0.767,8,5,3
delay_aware_cpm,26,5994.7,544,119,0.703,0,2,6.18,0.781,6,6,3
delay_aware_cpm,27,4869.6,559,114,0.592,1,3,6.37,0.796,6,4,3
delay_aware_cpm,28,4381.1,601,100,0.654,1,0,5.82,0.834,6,6,3
delay_aware_cpm,29,4173.5,586,105,0.739,0,0,6.51,0.821,5,5,3
delay_aware_cpm,30,3740.6000000000004,614,96,0.593,0,1,6.75,0.844,5,3,3
delay_aware_cpm,31,3976.3999999999996,550,117,0.758,0,0,5.79,0.787,9,9,3
delay_aware_cpm,32,3663.3,535,122,0.723,0,0,4.99,0.772,8,8,3
delay_aware_cpm,33,5805.0,565,112,0.705,0,0,5.61,0.802,7,7,3
delay_aware_cpm,34,4832.0,586,105,0.598,0,0,5.81,0.821,4,4,3
delay_aware_cpm,35,5122.4,571,110,0.594,0,1,5.22,0.807,6,6,2
delay_aware_cpm,36,2816.0,574,109,0.69,0,1,5.14,0.81,7,7,3
delay_aware_cpm,37,4916.0,578,108,0.637,1,1,6.23,0.813,7,7,3
delay_aware_cpm,38,4754.2,598,101,0.434,0,1,6.09,0.831,2,2,1
delay_aware_cpm,39,3783.2,565,112,0.701,0,1,5.32,0.802,8,7,3
delay_aware_cpm,40,5609.4,610,97,0.604,0,1,6.85,0.841,5,4,2
delay_aware_cpm,41,3584.8,580,107,0.592,0,4,6.46,0.816,8,6,3
delay_aware_cpm,42,3290.6000000000004,562,114,0.717,1,0,5.54,0.797,8,7,3
delay_aware_cpm,43,4760.8,601,100,0.731,1,0,5.59,0.834,4,3,2
delay_aware_cpm,44,5049.8,589,104,0.702,0,0,6.35,0.823,6,6,3
delay_aware_cpm,45,3917.8,580,107,0.617,0,1,6.39,0.816,7,7,3
delay_aware_cpm,46,3896.4,559,114,0.79,0,1,5.02,0.796,5,5,3
delay_aware_cpm,47,5570.700000000001,554,116,0.696,0,0,5.43,0.791,4,3,3
delay_aware_cpm,48,3826.6000000000004,601,100,0.606,0,1,6.23,0.834,5,5,3
delay_aware_cpm,49,3287.1,568,111,0.747,0,1,5.47,0.805,8,8,3
